tachypnea, pneumonia
malaise, pneumonia
night sweat, pneumonia
shortness of breath, failure heart congestive
orthopnea, failure heart congestive
jugular venous distention, failure heart congestive
rattle, failure heart congestive
rattling, failure heart congestive
rale, failure heart congestive
dyspnea, failure heart congestive
cough, failure heart congestive
troche, failure heart congestive
pastille, failure heart congestive
pastil, failure heart congestive
wheezing, failure heart congestive
dysarthria, accident cerebrovascular
asthenia, accident cerebrovascular
speech slurred, accident cerebrovascular
facial paresis, accident cerebrovascular
hemiplegia, accident cerebrovascular
unresponsiveness, accident cerebrovascular
deadness, accident cerebrovascular
seizure, accident cerebrovascular
capture, accident cerebrovascular
gaining, accident cerebrovascular
apathy, accident cerebrovascular
indifference, accident cerebrovascular
numbness, accident cerebrovascular
spiritlessness, accident cerebrovascular
wheezing, asthma
cough, asthma
troche, asthma
pastille, asthma
pastil, asthma
shortness of breath, asthma
chest tightness, asthma
productive cough, asthma
pleuritic pain, asthma
productive cough, asthma
symptom aggravating factors, asthma
distress respiratory, asthma
pain chest, myocardial infarction
st segment elevation, myocardial infarction
sweat sweating increased, myocardial infarction
shortness of breath, myocardial infarction
st segment depression, myocardial infarction
hypokinesia, myocardial infarction
angina pectoris, myocardial infarction
pressure chest, myocardial infarction
t wave inverted, myocardial infarction
orthopnea, myocardial infarction
rattle, myocardial infarction
rattling, myocardial infarction
rale, myocardial infarction
chest tightness, myocardial infarction
presence of q wave, myocardial infarction
palpitation, myocardial infarction
dyspnea, myocardial infarction
chest discomfort, myocardial infarction
bradycardia, myocardial infarction
syncope, myocardial infarction
syncopation, myocardial infarction
faint, myocardial infarction
swoon, myocardial infarction
deliquium, myocardial infarction
analgesic, hypercholesterolemia
anodyne, hypercholesterolemia
painkiller, hypercholesterolemia
pain, hypercholesterolemia
painful, hypercholesterolemia
annoyance, hypercholesterolemia
bother, hypercholesterolemia
botheration, hypercholesterolemia
infliction, hypercholesterolemia
painfulness, hypercholesterolemia
nuisance, hypercholesterolemia
pain chest, hypercholesterolemia
sweat sweating increased, hypercholesterolemia
nonsmoker, hypercholesterolemia
nonsmoking, hypercholesterolemia
pressure chest, hypercholesterolemia
syncope, hypercholesterolemia
syncopation, hypercholesterolemia
faint, hypercholesterolemia
swoon, hypercholesterolemia
deliquium, hypercholesterolemia
apathy, hypercholesterolemia
indifference, hypercholesterolemia
numbness, hypercholesterolemia
spiritlessness, hypercholesterolemia
chest discomfort, hypercholesterolemia
shortness of breath, hypercholesterolemia
st segment depression, hypercholesterolemia
concern, hypercholesterolemia
worry, hypercholesterolemia
headache, hypercholesterolemia
vexation, hypercholesterolemia
trouble, hypercholesterolemia
t wave inverted, hypercholesterolemia
bradycardia, hypercholesterolemia
dyspnea, hypercholesterolemia
fever, infection
Acacia, infection
blue, infection
Eucalyptus, infection
Georgia, infection
bitter-bark, infection
Pinckneya, infection
erythema, infection
decreased translucency, infection
hepatosplenomegaly, infection
chill, infection
iciness, infection
gelidity, infection
frisson, infection
shiver, infection
quiver, infection
shudder, infection
thrill, infection
tingle, infection
pall, infection
pruritus, infection
diarrhea, infection
abscess bacterial, infection
swelling, infection
analgesic, infection
anodyne, infection
painkiller, infection
pain, infection
painful, infection
annoyance, infection
bother, infection
botheration, infection
infliction, infection
painfulness, infection
nuisance, infection
apyrexial, infection
cough, infection
troche, infection
pastille, infection
pastil, infection
fever, infection urinary tract
Acacia, infection urinary tract
blue, infection urinary tract
Eucalyptus, infection urinary tract
Georgia, infection urinary tract
bitter-bark, infection urinary tract
Pinckneya, infection urinary tract
dysuria, infection urinary tract
hematuria, infection urinary tract
renal angle tenderness, infection urinary tract
languor, infection urinary tract
lethargy, infection urinary tract
sluggishness, infection urinary tract
phlegm, infection urinary tract
flatness, infection urinary tract
inanition, infection urinary tract
lassitude, infection urinary tract
slackness, infection urinary tract
asthenia, infection urinary tract
hyponatremia, infection urinary tract
hemodynamically stable, infection urinary tract
distress respiratory, infection urinary tract
difficulty passing urine, infection urinary tract
mental status changes, infection urinary tract
consciousness clear, infection urinary tract
chill, anemia
iciness, anemia
gelidity, anemia
frisson, anemia
shiver, anemia
quiver, anemia
shudder, anemia
thrill, anemia
tingle, anemia
pall, anemia
guaiac positive, anemia
monoclonal, anemia
ecchymosis, anemia
tumor cell invasion, anemia
haemorrhage, anemia
lividness, anemia
lividity, anemia
luridness, anemia
paleness, anemia
pallidness, anemia
pallor, anemia
wanness, anemia
achromasia, anemia
asthenia, anemia
fatigue, anemia
heme positive, anemia
pain back, anemia
orthostasis, anemia
hyponatremia, anemia
dizzy, anemia
dizziness, anemia
vertigo, anemia
nausia, anemia
shortness of breath, anemia
analgesic, anemia
anodyne, anemia
painkiller, anemia
pain, anemia
painful, anemia
annoyance, anemia
bother, anemia
botheration, anemia
infliction, anemia
painfulness, anemia
nuisance, anemia
rhonchus, anemia
arthralgia, anemia
swelling, anemia
transaminitis, anemia
shortness of breath, chronic obstructive airway disease
wheezing, chronic obstructive airway disease
cough, chronic obstructive airway disease
troche, chronic obstructive airway disease
pastille, chronic obstructive airway disease
pastil, chronic obstructive airway disease
dyspnea, chronic obstructive airway disease
distress respiratory, chronic obstructive airway disease
sputum purulent, chronic obstructive airway disease
hypoxemia, chronic obstructive airway disease
hypercapnia, chronic obstructive airway disease
patient non compliance, chronic obstructive airway disease
chest tightness, chronic obstructive airway disease
fever, dementia
Acacia, dementia
blue, dementia
Eucalyptus, dementia
Georgia, dementia
bitter-bark, dementia
Pinckneya, dementia
capitulation, dementia
fall, dementia
surrender, dementia
spill, dementia
tumble, dementia
Spodoptera, dementia
Hyphantria, dementia
drop, dementia
dip, dementia
free, dementia
downfall, dementia
pin, dementia
descent, dementia
declivity, dementia
decline, dementia
declination, dementia
declension, dementia
downslope, dementia
chump, dementia
fool, dementia
gull, dementia
mark, dementia
patsy, dementia
sucker, dementia
soft, dementia
mug, dementia
arnica, dementia
Leontodon, dementia
unresponsiveness, dementia
deadness, dementia
languor, dementia
lethargy, dementia
sluggishness, dementia
phlegm, dementia
flatness, dementia
inanition, dementia
lassitude, dementia
slackness, dementia
agitation, dementia
excitement, dementia
turmoil, dementia
upheaval, dementia
hullabaloo, dementia
ecchymosis, dementia
syncope, dementia
syncopation, dementia
faint, dementia
swoon, dementia
deliquium, dementia
rattle, dementia
rattling, dementia
rale, dementia
unconscious state, dementia
cough, dementia
troche, dementia
pastille, dementia
pastil, dementia
bedridden bedridden, dementia
analgesic, dementia
anodyne, dementia
painkiller, dementia
pain, dementia
painful, dementia
annoyance, dementia
bother, dementia
botheration, dementia
infliction, dementia
painfulness, dementia
nuisance, dementia
facial paresis, dementia
abdominal tenderness, dementia
rhonchus, dementia
unsteady gait, dementia
hallucinations auditory, dementia
shortness of breath, insufficiency renal
hyperkalemia, insufficiency renal
orthopnea, insufficiency renal
rattle, insufficiency renal
rattling, insufficiency renal
rale, insufficiency renal
urgency of micturition, insufficiency renal
ascites, insufficiency renal
guaiac positive, insufficiency renal
asthenia, insufficiency renal
apyrexial, insufficiency renal
mental status changes, insufficiency renal
dyspnea, insufficiency renal
trouble, insufficiency renal
difficulty, insufficiency renal
difficultness, insufficiency renal
diarrhea, insufficiency renal
hypotension, insufficiency renal
breath sounds decreased, insufficiency renal
swelling, insufficiency renal
hypokinesia, insufficiency renal
seizure, confusion
capture, confusion
gaining, confusion
enuresis, confusion
languor, confusion
lethargy, confusion
sluggishness, confusion
phlegm, confusion
flatness, confusion
inanition, confusion
lassitude, confusion
slackness, confusion
speech slurred, confusion
capitulation, confusion
fall, confusion
surrender, confusion
spill, confusion
tumble, confusion
Spodoptera, confusion
Hyphantria, confusion
drop, confusion
dip, confusion
free, confusion
downfall, confusion
pin, confusion
descent, confusion
declivity, confusion
decline, confusion
declination, confusion
declension, confusion
downslope, confusion
chump, confusion
fool, confusion
gull, confusion
mark, confusion
patsy, confusion
sucker, confusion
soft, confusion
mug, confusion
arnica, confusion
Leontodon, confusion
consciousness clear, confusion
mental status changes, confusion
asterixis, confusion
unconscious state, confusion
agitation, confusion
excitement, confusion
turmoil, confusion
upheaval, confusion
hullabaloo, confusion
muscle twitch, confusion
asthenia, confusion
starflower, confusion
sleepy, confusion
summer, confusion
Ornithogalum, confusion
dizzy, confusion
dizziness, confusion
vertigo, confusion
nausia, confusion
aspirin, confusion
headache, confusion
concern, confusion
worry, confusion
vexation, confusion
dysarthria, confusion
lightheadedness, confusion
tremor, confusion
shudder, confusion
earth, confusion
microseism, confusion
hyponatremia, confusion
unresponsiveness, confusion
deadness, confusion
analgesic, degenerative polyarthritis
anodyne, degenerative polyarthritis
painkiller, degenerative polyarthritis
pain, degenerative polyarthritis
painful, degenerative polyarthritis
annoyance, degenerative polyarthritis
bother, degenerative polyarthritis
botheration, degenerative polyarthritis
infliction, degenerative polyarthritis
painfulness, degenerative polyarthritis
nuisance, degenerative polyarthritis
food intolerance, degenerative polyarthritis
numbness of hand, degenerative polyarthritis
general discomfort, degenerative polyarthritis
drowsiness, degenerative polyarthritis
asthenia, degenerative polyarthritis
nonsmoker, degenerative polyarthritis
nonsmoking, degenerative polyarthritis
productive cough, degenerative polyarthritis
polydypsia, degenerative polyarthritis
severity, degenerative polyarthritis
severeness, degenerative polyarthritis
harshness, degenerative polyarthritis
rigor, degenerative polyarthritis
rigour, degenerative polyarthritis
rigorousness, degenerative polyarthritis
rigourousness, degenerative polyarthritis
inclemency, degenerative polyarthritis
hardness, degenerative polyarthritis
stiffness, degenerative polyarthritis
awkwardness, degenerative polyarthritis
clumsiness, degenerative polyarthritis
gracelessness, degenerative polyarthritis
unsteady gait, degenerative polyarthritis
shortness of breath, hypothyroidism
prostatism, hypothyroidism
drowsiness sleepy, hypothyroidism
hyponatremia, hypothyroidism
capitulation, hypothyroidism
fall, hypothyroidism
surrender, hypothyroidism
spill, hypothyroidism
tumble, hypothyroidism
Spodoptera, hypothyroidism
Hyphantria, hypothyroidism
drop, hypothyroidism
dip, hypothyroidism
free, hypothyroidism
downfall, hypothyroidism
pin, hypothyroidism
descent, hypothyroidism
declivity, hypothyroidism
decline, hypothyroidism
declination, hypothyroidism
declension, hypothyroidism
downslope, hypothyroidism
chump, hypothyroidism
fool, hypothyroidism
gull, hypothyroidism
mark, hypothyroidism
patsy, hypothyroidism
sucker, hypothyroidism
soft, hypothyroidism
mug, hypothyroidism
arnica, hypothyroidism
Leontodon, hypothyroidism
unsteady gait, hypothyroidism
polyuria, hypothyroidism
hypotension, hypothyroidism
trouble, hypothyroidism
difficulty, hypothyroidism
difficultness, hypothyroidism
syncope, hypothyroidism
syncopation, hypothyroidism
faint, hypothyroidism
swoon, hypothyroidism
deliquium, hypothyroidism
nightmare, hypothyroidism
speech slurred, hypothyroidism
weight gain, hypothyroidism
asthenia, hypothyroidism
fatigue tired, hypothyroidism
agitation, hypothyroidism
excitement, hypothyroidism
turmoil, hypothyroidism
upheaval, hypothyroidism
hullabaloo, hypothyroidism
mental status changes, hypothyroidism
motor retardation, hypothyroidism
vomit, hypothyroidism
vomiting, hypothyroidism
emesis, hypothyroidism
regurgitation, hypothyroidism
disgorgement, hypothyroidism
puking, hypothyroidism
apathy, hypothyroidism
indifference, hypothyroidism
numbness, hypothyroidism
spiritlessness, hypothyroidism
mass of body structure, hypothyroidism
concern, anxiety state
worry, anxiety state
headache, anxiety state
vexation, anxiety state
trouble, anxiety state
feeling suicide, anxiety state
suicidal, anxiety state
suicide, anxiety state
kill self, anxiety state
self-destruction, anxiety state
martyr, anxiety state
sacrifice, anxiety state
felo-de-se, anxiety state
sleeplessness, anxiety state
feeling hopeless, anxiety state
irritable mood, anxiety state
tremor, anxiety state
shudder, anxiety state
earth, anxiety state
microseism, anxiety state
amnesia, anxiety state
memory, anxiety state
blackout, anxiety state
weepiness, anxiety state
tearfulness, anxiety state
has religious belief, anxiety state
nervousness, anxiety state
jitteriness, anxiety state
jumpiness, anxiety state
restiveness, anxiety state
hallucinations visual, anxiety state
formication, anxiety state
trouble, anxiety state
difficulty, anxiety state
difficultness, anxiety state
pain chest, anxiety state
patient non compliance, anxiety state
agitation, anxiety state
excitement, anxiety state
turmoil, anxiety state
upheaval, anxiety state
hullabaloo, anxiety state
palpitation, anxiety state
hallucinations auditory, anxiety state
mood depressed, anxiety state
hot flush, anxiety state
analgesic, anxiety state
anodyne, anxiety state
painkiller, anxiety state
pain, anxiety state
painful, anxiety state
annoyance, anxiety state
bother, anxiety state
botheration, anxiety state
infliction, anxiety state
painfulness, anxiety state
nuisance, anxiety state
consciousness clear, anxiety state
nightmare, anxiety state
analgesic, malignant neoplasms primary malignant neoplasm
anodyne, malignant neoplasms primary malignant neoplasm
painkiller, malignant neoplasms primary malignant neoplasm
pain, malignant neoplasms primary malignant neoplasm
painful, malignant neoplasms primary malignant neoplasm
annoyance, malignant neoplasms primary malignant neoplasm
bother, malignant neoplasms primary malignant neoplasm
botheration, malignant neoplasms primary malignant neoplasm
infliction, malignant neoplasms primary malignant neoplasm
painfulness, malignant neoplasms primary malignant neoplasm
nuisance, malignant neoplasms primary malignant neoplasm
mass of body structure, malignant neoplasms primary malignant neoplasm
lesion, malignant neoplasms primary malignant neoplasm
cushingoid facies cushingoid habitus, malignant neoplasms primary malignant neoplasm
emphysematous change, malignant neoplasms primary malignant neoplasm
decreased body weight, malignant neoplasms primary malignant neoplasm
ascites, malignant neoplasms primary malignant neoplasm
gruffness, malignant neoplasms primary malignant neoplasm
hoarseness, malignant neoplasms primary malignant neoplasm
huskiness, malignant neoplasms primary malignant neoplasm
thicken, malignant neoplasms primary malignant neoplasm
hematuria, malignant neoplasms primary malignant neoplasm
fever, acquired immuno deficiency syndrome HIV hiv infections
Acacia, acquired immuno deficiency syndrome HIV hiv infections
blue, acquired immuno deficiency syndrome HIV hiv infections
Eucalyptus, acquired immuno deficiency syndrome HIV hiv infections
Georgia, acquired immuno deficiency syndrome HIV hiv infections
bitter-bark, acquired immuno deficiency syndrome HIV hiv infections
Pinckneya, acquired immuno deficiency syndrome HIV hiv infections
night sweat, acquired immuno deficiency syndrome HIV hiv infections
spontaneous rupture of membranes, acquired immuno deficiency syndrome HIV hiv infections
cough, acquired immuno deficiency syndrome HIV hiv infections
troche, acquired immuno deficiency syndrome HIV hiv infections
pastille, acquired immuno deficiency syndrome HIV hiv infections
pastil, acquired immuno deficiency syndrome HIV hiv infections
decreased body weight, acquired immuno deficiency syndrome HIV hiv infections
chill, acquired immuno deficiency syndrome HIV hiv infections
iciness, acquired immuno deficiency syndrome HIV hiv infections
gelidity, acquired immuno deficiency syndrome HIV hiv infections
frisson, acquired immuno deficiency syndrome HIV hiv infections
shiver, acquired immuno deficiency syndrome HIV hiv infections
quiver, acquired immuno deficiency syndrome HIV hiv infections
shudder, acquired immuno deficiency syndrome HIV hiv infections
thrill, acquired immuno deficiency syndrome HIV hiv infections
tingle, acquired immuno deficiency syndrome HIV hiv infections
pall, acquired immuno deficiency syndrome HIV hiv infections
diarrhea, acquired immuno deficiency syndrome HIV hiv infections
pleuritic pain, acquired immuno deficiency syndrome HIV hiv infections
patient non compliance, acquired immuno deficiency syndrome HIV hiv infections
tachypnea, acquired immuno deficiency syndrome HIV hiv infections
productive cough, acquired immuno deficiency syndrome HIV hiv infections
muscle hypotonia hypotonic, acquired immuno deficiency syndrome HIV hiv infections
feeling suicide, acquired immuno deficiency syndrome HIV hiv infections
erythema, cellulitis
analgesic, cellulitis
anodyne, cellulitis
painkiller, cellulitis
pain, cellulitis
painful, cellulitis
annoyance, cellulitis
bother, cellulitis
botheration, cellulitis
infliction, cellulitis
painfulness, cellulitis
nuisance, cellulitis
swelling, cellulitis
red, cellulitis
redness, cellulitis
fever, cellulitis
Acacia, cellulitis
blue, cellulitis
Eucalyptus, cellulitis
Georgia, cellulitis
bitter-bark, cellulitis
Pinckneya, cellulitis
abscess bacterial, cellulitis
patient non compliance, cellulitis
hypesthesia, cellulitis
hyperacusis, cellulitis
pruritus, cellulitis
pain chest, cellulitis
scratch marks, cellulitis
chill, cellulitis
iciness, cellulitis
gelidity, cellulitis
frisson, cellulitis
shiver, cellulitis
quiver, cellulitis
shudder, cellulitis
thrill, cellulitis
tingle, cellulitis
pall, cellulitis
sore to touch, cellulitis
analgesic, gastroesophageal reflux disease
anodyne, gastroesophageal reflux disease
painkiller, gastroesophageal reflux disease
pain, gastroesophageal reflux disease
painful, gastroesophageal reflux disease
annoyance, gastroesophageal reflux disease
bother, gastroesophageal reflux disease
botheration, gastroesophageal reflux disease
infliction, gastroesophageal reflux disease
painfulness, gastroesophageal reflux disease
nuisance, gastroesophageal reflux disease
pain chest, gastroesophageal reflux disease
burning sensation, gastroesophageal reflux disease
hyponatremia, gastroesophageal reflux disease
satiety early, gastroesophageal reflux disease
throbbing sensation quality, gastroesophageal reflux disease
chest tightness, gastroesophageal reflux disease
sensory discomfort, gastroesophageal reflux disease
presence of q wave, gastroesophageal reflux disease
nausea, gastroesophageal reflux disease
general discomfort, gastroesophageal reflux disease
stultification, gastroesophageal reflux disease
constipation, gastroesophageal reflux disease
impairment, gastroesophageal reflux disease
deadening, gastroesophageal reflux disease
palpitation, gastroesophageal reflux disease
pain abdominal, gastroesophageal reflux disease
heartburn, gastroesophageal reflux disease
sweat sweating increased, gastroesophageal reflux disease
asthenia, gastroesophageal reflux disease
fever, septicemia systemic infection sepsis  invertebrate
Acacia, septicemia systemic infection sepsis  invertebrate
blue, septicemia systemic infection sepsis  invertebrate
Eucalyptus, septicemia systemic infection sepsis  invertebrate
Georgia, septicemia systemic infection sepsis  invertebrate
bitter-bark, septicemia systemic infection sepsis  invertebrate
Pinckneya, septicemia systemic infection sepsis  invertebrate
distress respiratory, septicemia systemic infection sepsis  invertebrate
hypotension, septicemia systemic infection sepsis  invertebrate
tachypnea, septicemia systemic infection sepsis  invertebrate
chill, septicemia systemic infection sepsis  invertebrate
iciness, septicemia systemic infection sepsis  invertebrate
gelidity, septicemia systemic infection sepsis  invertebrate
frisson, septicemia systemic infection sepsis  invertebrate
shiver, septicemia systemic infection sepsis  invertebrate
quiver, septicemia systemic infection sepsis  invertebrate
shudder, septicemia systemic infection sepsis  invertebrate
thrill, septicemia systemic infection sepsis  invertebrate
tingle, septicemia systemic infection sepsis  invertebrate
pall, septicemia systemic infection sepsis  invertebrate
languor, septicemia systemic infection sepsis  invertebrate
lethargy, septicemia systemic infection sepsis  invertebrate
sluggishness, septicemia systemic infection sepsis  invertebrate
phlegm, septicemia systemic infection sepsis  invertebrate
flatness, septicemia systemic infection sepsis  invertebrate
inanition, septicemia systemic infection sepsis  invertebrate
lassitude, septicemia systemic infection sepsis  invertebrate
slackness, septicemia systemic infection sepsis  invertebrate
bradycardia, septicemia systemic infection sepsis  invertebrate
breech presentation, septicemia systemic infection sepsis  invertebrate
cyanosis, septicemia systemic infection sepsis  invertebrate
spontaneous rupture of membranes, septicemia systemic infection sepsis  invertebrate
haemorrhage, septicemia systemic infection sepsis  invertebrate
unresponsiveness, septicemia systemic infection sepsis  invertebrate
deadness, septicemia systemic infection sepsis  invertebrate
rattle, septicemia systemic infection sepsis  invertebrate
rattling, septicemia systemic infection sepsis  invertebrate
rale, septicemia systemic infection sepsis  invertebrate
apyrexial, septicemia systemic infection sepsis  invertebrate
swelling, deep vein thrombosis
analgesic, deep vein thrombosis
anodyne, deep vein thrombosis
painkiller, deep vein thrombosis
pain, deep vein thrombosis
painful, deep vein thrombosis
annoyance, deep vein thrombosis
bother, deep vein thrombosis
botheration, deep vein thrombosis
infliction, deep vein thrombosis
painfulness, deep vein thrombosis
nuisance, deep vein thrombosis
ecchymosis, deep vein thrombosis
shortness of breath, deep vein thrombosis
pain in lower limb, deep vein thrombosis
cardiomegaly, deep vein thrombosis
rattle, deep vein thrombosis
rattling, deep vein thrombosis
rale, deep vein thrombosis
erythema, deep vein thrombosis
hypotension, deep vein thrombosis
clonus, deep vein thrombosis
productive cough, deep vein thrombosis
red, deep vein thrombosis
redness, deep vein thrombosis
fever, dehydration
Acacia, dehydration
blue, dehydration
Eucalyptus, dehydration
Georgia, dehydration
bitter-bark, dehydration
Pinckneya, dehydration
diarrhea, dehydration
vomit, dehydration
vomiting, dehydration
emesis, dehydration
regurgitation, dehydration
disgorgement, dehydration
puking, dehydration
hypotension, dehydration
nausea, dehydration
lightheadedness, dehydration
unwell, dehydration
mental status changes, dehydration
anorexia, dehydration
asthenia, dehydration
sensory discomfort, dehydration
syncope, dehydration
syncopation, dehydration
faint, dehydration
swoon, dehydration
deliquium, dehydration
languor, dehydration
lethargy, dehydration
sluggishness, dehydration
phlegm, dehydration
flatness, dehydration
inanition, dehydration
lassitude, dehydration
slackness, dehydration
dizzy, dehydration
dizziness, dehydration
vertigo, dehydration
nausia, dehydration
 blackout, dehydration
mass of body structure, neoplasm
lesion, neoplasm
pain chest, neoplasm
hematuria, neoplasm
tumor cell invasion, neoplasm
analgesic, neoplasm
anodyne, neoplasm
painkiller, neoplasm
pain, neoplasm
painful, neoplasm
annoyance, neoplasm
bother, neoplasm
botheration, neoplasm
infliction, neoplasm
painfulness, neoplasm
nuisance, neoplasm
anosmia, neoplasm
thicken, neoplasm
metastatic lesion, neoplasm
food intolerance, neoplasm
decreased body weight, neoplasm
night sweat, neoplasm
hemianopsia homonymous, neoplasm
satiety early, neoplasm
pain abdominal, neoplasm
aspirin, neoplasm
headache, neoplasm
concern, neoplasm
worry, neoplasm
vexation, neoplasm
shortness of breath, embolism pulmonary
hypoxemia, embolism pulmonary
tachypnea, embolism pulmonary
hematocrit decreased, embolism pulmonary
pain chest, embolism pulmonary
dyspnea, embolism pulmonary
pleuritic pain, embolism pulmonary
neck stiffness, embolism pulmonary
yellow sputum, embolism pulmonary
productive cough, embolism pulmonary
cicatrisation, embolism pulmonary
unresponsiveness, embolism pulmonary
deadness, embolism pulmonary
distress respiratory, embolism pulmonary
wheezing, embolism pulmonary
apyrexial, embolism pulmonary
productive cough, embolism pulmonary
seizure, epilepsy
capture, epilepsy
gaining, epilepsy
hypometabolism, epilepsy
air, epilepsy
aura, epilepsy
atmosphere, epilepsy
aureole, epilepsy
halo, epilepsy
nimbus, epilepsy
glory, epilepsy
gloriole, epilepsy
muscle twitch, epilepsy
drowsiness, epilepsy
tremor, epilepsy
shudder, epilepsy
earth, epilepsy
microseism, epilepsy
unresponsiveness, epilepsy
deadness, epilepsy
hemiplegia, epilepsy
myoclonus, epilepsy
gurgle, epilepsy
starflower, epilepsy
sleepy, epilepsy
summer, epilepsy
Ornithogalum, epilepsy
languor, epilepsy
lethargy, epilepsy
sluggishness, epilepsy
phlegm, epilepsy
flatness, epilepsy
inanition, epilepsy
lassitude, epilepsy
slackness, epilepsy
wheelchair bound, epilepsy
shortness of breath, cardiomyopathy
orthopnea, cardiomyopathy
hypokinesia, cardiomyopathy
jugular venous distention, cardiomyopathy
palpitation, cardiomyopathy
pain chest, cardiomyopathy
syncope, cardiomyopathy
syncopation, cardiomyopathy
faint, cardiomyopathy
swoon, cardiomyopathy
deliquium, cardiomyopathy
yellow sputum, cardiomyopathy
rattle, cardiomyopathy
rattling, cardiomyopathy
rale, cardiomyopathy
dyspnea, cardiomyopathy
dyspnea on exertion, cardiomyopathy
left atrial hypertrophy, cardiomyopathy
fatigue, cardiomyopathy
weight gain, cardiomyopathy
patient non compliance, cardiomyopathy
vomit, chronic kidney failure
vomiting, chronic kidney failure
emesis, chronic kidney failure
regurgitation, chronic kidney failure
disgorgement, chronic kidney failure
