Myositis ossificans progressiva  unspecified ankle,M61173,
Myositis ossificans progressiva  right foot,M61174,
Myositis ossificans progressiva  left foot,M61175,
Myositis ossificans progressiva  unspecified foot,M61176,
Myositis ossificans progressiva  right toe(s),M61177,
Myositis ossificans progressiva  left toe(s),M61178,
Myositis ossificans progressiva  unspecified toe(s),M61179,
Myositis ossificans progressiva  other site,M6118,
Myositis ossificans progressiva  multiple sites,M6119,
Paralytic calcification and ossification of muscle  unspecified site,M6120,
Paralytic calcification and ossification of muscle  right shoulder,M61211,
Paralytic calcification and ossification of muscle  left shoulder,M61212,
Paralytic calcification and ossification of muscle  unspecified shoulder,M61219,
Paralytic calcification and ossification of muscle  right upper arm,M61221,
Paralytic calcification and ossification of muscle  left upper arm,M61222,
Paralytic calcification and ossification of muscle  unspecified upper arm,M61229,
Paralytic calcification and ossification of muscle  right forearm,M61231,
Paralytic calcification and ossification of muscle  left forearm,M61232,
Paralytic calcification and ossification of muscle  unspecified forearm,M61239,
Paralytic calcification and ossification of muscle  right hand,M61241,
Paralytic calcification and ossification of muscle  left hand,M61242,
Paralytic calcification and ossification of muscle  unspecified hand,M61249,
Paralytic calcification and ossification of muscle  right thigh,M61251,
Paralytic calcification and ossification of muscle  left thigh,M61252,
Paralytic calcification and ossification of muscle  unspecified thigh,M61259,
Paralytic calcification and ossification of muscle  right lower leg,M61261,
Paralytic calcification and ossification of muscle  left lower leg,M61262,
Paralytic calcification and ossification of muscle  unspecified lower leg,M61269,
Paralytic calcification and ossification of muscle  right ankle and foot,M61271,
Paralytic calcification and ossification of muscle  left ankle and foot,M61272,
Paralytic calcification and ossification of muscle  unspecified ankle and foot,M61279,
Paralytic calcification and ossification of muscle  other site,M6128,
Paralytic calcification and ossification of muscle  multiple sites,M6129,
Calcification and ossification of muscles associated with burns  unspecified site,M6130,
Calcification and ossification of muscles associated with burns  right shoulder,M61311,
Calcification and ossification of muscles associated with burns  left shoulder,M61312,
Calcification and ossification of muscles associated with burns  unspecified shoulder,M61319,
Calcification and ossification of muscles associated with burns  right upper arm,M61321,
Calcification and ossification of muscles associated with burns  left upper arm,M61322,
Calcification and ossification of muscles associated with burns  unspecified upper arm,M61329,
Calcification and ossification of muscles associated with burns  right forearm,M61331,
Calcification and ossification of muscles associated with burns  left forearm,M61332,
Calcification and ossification of muscles associated with burns  unspecified forearm,M61339,
Calcification and ossification of muscles associated with burns  right hand,M61341,
Calcification and ossification of muscles associated with burns  left hand,M61342,
Calcification and ossification of muscles associated with burns  unspecified hand,M61349,
Calcification and ossification of muscles associated with burns  right thigh,M61351,
Calcification and ossification of muscles associated with burns  left thigh,M61352,
Calcification and ossification of muscles associated with burns  unspecified thigh,M61359,
Calcification and ossification of muscles associated with burns  right lower leg,M61361,
Calcification and ossification of muscles associated with burns  left lower leg,M61362,
Calcification and ossification of muscles associated with burns  unspecified lower leg,M61369,
Calcification and ossification of muscles associated with burns  right ankle and foot,M61371,
Calcification and ossification of muscles associated with burns  left ankle and foot,M61372,
Calcification and ossification of muscles associated with burns  unspecified ankle and foot,M61379,
Calcification and ossification of muscles associated with burns  other site,M6138,
Calcification and ossification of muscles associated with burns  multiple sites,M6139,
Other calcification of muscle  unspecified site,M6140,
Other calcification of muscle  right shoulder,M61411,
Other calcification of muscle  left shoulder,M61412,
Other calcification of muscle  unspecified shoulder,M61419,
Other calcification of muscle  right upper arm,M61421,
Other calcification of muscle  left upper arm,M61422,
Other calcification of muscle  unspecified upper arm,M61429,
Other calcification of muscle  right forearm,M61431,
Other calcification of muscle  left forearm,M61432,
Other calcification of muscle  unspecified forearm,M61439,
Other calcification of muscle  right hand,M61441,
Other calcification of muscle  left hand,M61442,
Other calcification of muscle  unspecified hand,M61449,
Other calcification of muscle  right thigh,M61451,
Other calcification of muscle  left thigh,M61452,
Other calcification of muscle  unspecified thigh,M61459,
Other calcification of muscle  right lower leg,M61461,
Other calcification of muscle  left lower leg,M61462,
Other calcification of muscle  unspecified lower leg,M61469,
Other calcification of muscle  right ankle and foot,M61471,
Other calcification of muscle  left ankle and foot,M61472,
Other calcification of muscle  unspecified ankle and foot,M61479,
Other calcification of muscle  other site,M6148,
Other calcification of muscle  multiple sites,M6149,
Other ossification of muscle  unspecified site,M6150,
Other ossification of muscle  right shoulder,M61511,
Other ossification of muscle  left shoulder,M61512,
Other ossification of muscle  unspecified shoulder,M61519,
Other ossification of muscle  right upper arm,M61521,
Other ossification of muscle  left upper arm,M61522,
Other ossification of muscle  unspecified upper arm,M61529,
Other ossification of muscle  right forearm,M61531,
Other ossification of muscle  left forearm,M61532,
Other ossification of muscle  unspecified forearm,M61539,
Other ossification of muscle  right hand,M61541,
Other ossification of muscle  left hand,M61542,
Other ossification of muscle  unspecified hand,M61549,
Other ossification of muscle  right thigh,M61551,
Other ossification of muscle  left thigh,M61552,
Other ossification of muscle  unspecified thigh,M61559,
Other ossification of muscle  right lower leg,M61561,
Other ossification of muscle  left lower leg,M61562,
Other ossification of muscle  unspecified lower leg,M61569,
Other ossification of muscle  right ankle and foot,M61571,
Other ossification of muscle  left ankle and foot,M61572,
Other ossification of muscle  unspecified ankle and foot,M61579,
Other ossification of muscle  other site,M6158,
Other ossification of muscle  multiple sites,M6159,
Calcification and ossification of muscle  unspecified,M619,
Separation of muscle (nontraumatic)  unspecified site,M6200,
Separation of muscle (nontraumatic)  right shoulder,M62011,
Separation of muscle (nontraumatic)  left shoulder,M62012,
Separation of muscle (nontraumatic)  unspecified shoulder,M62019,
Separation of muscle (nontraumatic)  right upper arm,M62021,
Separation of muscle (nontraumatic)  left upper arm,M62022,
Separation of muscle (nontraumatic)  unspecified upper arm,M62029,
Separation of muscle (nontraumatic)  right forearm,M62031,
Separation of muscle (nontraumatic)  left forearm,M62032,
Separation of muscle (nontraumatic)  unspecified forearm,M62039,
Separation of muscle (nontraumatic)  right hand,M62041,
Separation of muscle (nontraumatic)  left hand,M62042,
Separation of muscle (nontraumatic)  unspecified hand,M62049,
Separation of muscle (nontraumatic)  right thigh,M62051,
Separation of muscle (nontraumatic)  left thigh,M62052,
Separation of muscle (nontraumatic)  unspecified thigh,M62059,
Separation of muscle (nontraumatic)  right lower leg,M62061,
Separation of muscle (nontraumatic)  left lower leg,M62062,
Separation of muscle (nontraumatic)  unspecified lower leg,M62069,
Separation of muscle (nontraumatic)  right ankle and foot,M62071,
Separation of muscle (nontraumatic)  left ankle and foot,M62072,
Separation of muscle (nontraumatic)  unspecified ankle and foot,M62079,
Separation of muscle (nontraumatic)  other site,M6208,
Other rupture of muscle (nontraumatic)  unspecified site,M6210,
Other rupture of muscle (nontraumatic)  right shoulder,M62111,
Other rupture of muscle (nontraumatic)  left shoulder,M62112,
Other rupture of muscle (nontraumatic)  unspecified shoulder,M62119,
Other rupture of muscle (nontraumatic)  right upper arm,M62121,
Other rupture of muscle (nontraumatic)  left upper arm,M62122,
Other rupture of muscle (nontraumatic)  unspecified upper arm,M62129,
Other rupture of muscle (nontraumatic)  right forearm,M62131,
Other rupture of muscle (nontraumatic)  left forearm,M62132,
Other rupture of muscle (nontraumatic)  unspecified forearm,M62139,
Other rupture of muscle (nontraumatic)  right hand,M62141,
Other rupture of muscle (nontraumatic)  left hand,M62142,
Other rupture of muscle (nontraumatic)  unspecified hand,M62149,
Other rupture of muscle (nontraumatic)  right thigh,M62151,
Other rupture of muscle (nontraumatic)  left thigh,M62152,
Other rupture of muscle (nontraumatic)  unspecified thigh,M62159,
Other rupture of muscle (nontraumatic)  right lower leg,M62161,
Other rupture of muscle (nontraumatic)  left lower leg,M62162,
Other rupture of muscle (nontraumatic)  unspecified lower leg,M62169,
Other rupture of muscle (nontraumatic)  right ankle and foot,M62171,
Other rupture of muscle (nontraumatic)  left ankle and foot,M62172,
Other rupture of muscle (nontraumatic)  unspecified ankle and foot,M62179,
Other rupture of muscle (nontraumatic)  other site,M6218,
Nontraumatic ischemic infarction of muscle  unspecified site,M6220,
Nontraumatic ischemic infarction of muscle  right shoulder,M62211,
Nontraumatic ischemic infarction of muscle  left shoulder,M62212,
Nontraumatic ischemic infarction of muscle  unspecified shoulder,M62219,
Nontraumatic ischemic infarction of muscle  right upper arm,M62221,
Nontraumatic ischemic infarction of muscle  left upper arm,M62222,
Nontraumatic ischemic infarction of muscle  unspecified upper arm,M62229,
Nontraumatic ischemic infarction of muscle  right forearm,M62231,
Nontraumatic ischemic infarction of muscle  left forearm,M62232,
Nontraumatic ischemic infarction of muscle  unspecified forearm,M62239,
Nontraumatic ischemic infarction of muscle  right hand,M62241,
Nontraumatic ischemic infarction of muscle  left hand,M62242,
Nontraumatic ischemic infarction of muscle  unspecified hand,M62249,
Nontraumatic ischemic infarction of muscle  right thigh,M62251,
Nontraumatic ischemic infarction of muscle  left thigh,M62252,
Nontraumatic ischemic infarction of muscle  unspecified thigh,M62259,
Nontraumatic ischemic infarction of muscle  right lower leg,M62261,
Nontraumatic ischemic infarction of muscle  left lower leg,M62262,
Nontraumatic ischemic infarction of muscle  unspecified lower leg,M62269,
Nontraumatic ischemic infarction of muscle  right ankle and foot,M62271,
Nontraumatic ischemic infarction of muscle  left ankle and foot,M62272,
Nontraumatic ischemic infarction of muscle  unspecified ankle and foot,M62279,
Nontraumatic ischemic infarction of muscle  other site,M6228,
Immobility syndrome (paraplegic),M623,
Contracture of muscle  unspecified site,M6240,
Contracture of muscle  right shoulder,M62411,
Contracture of muscle  left shoulder,M62412,
Contracture of muscle  unspecified shoulder,M62419,
Contracture of muscle  right upper arm,M62421,
Contracture of muscle  left upper arm,M62422,
Contracture of muscle  unspecified upper arm,M62429,
Contracture of muscle  right forearm,M62431,
Contracture of muscle  left forearm,M62432,
Contracture of muscle  unspecified forearm,M62439,
Contracture of muscle  right hand,M62441,
Contracture of muscle  left hand,M62442,
Contracture of muscle  unspecified hand,M62449,
Contracture of muscle  right thigh,M62451,
Contracture of muscle  left thigh,M62452,
Contracture of muscle  unspecified thigh,M62459,
Contracture of muscle  right lower leg,M62461,
Contracture of muscle  left lower leg,M62462,
Contracture of muscle  unspecified lower leg,M62469,
Contracture of muscle  right ankle and foot,M62471,
Contracture of muscle  left ankle and foot,M62472,
Contracture of muscle  unspecified ankle and foot,M62479,
Contracture of muscle  other site,M6248,
Contracture of muscle  multiple sites,M6249,
Muscle wasting and atrophy  not elsewhere classified  unspecified site,M6250,
Muscle wasting and atrophy  not elsewhere classified  right shoulder,M62511,
Muscle wasting and atrophy  not elsewhere classified  left shoulder,M62512,
Muscle wasting and atrophy  not elsewhere classified  unspecified shoulder,M62519,
Muscle wasting and atrophy  not elsewhere classified  right upper arm,M62521,
Muscle wasting and atrophy  not elsewhere classified  left upper arm,M62522,
Muscle wasting and atrophy  not elsewhere classified  unspecified upper arm,M62529,
Muscle wasting and atrophy  not elsewhere classified  right forearm,M62531,
Muscle wasting and atrophy  not elsewhere classified  left forearm,M62532,
Muscle wasting and atrophy  not elsewhere classified  unspecified forearm,M62539,
Muscle wasting and atrophy  not elsewhere classified  right hand,M62541,
Muscle wasting and atrophy  not elsewhere classified  left hand,M62542,
Muscle wasting and atrophy  not elsewhere classified  unspecified hand,M62549,
Muscle wasting and atrophy  not elsewhere classified  right thigh,M62551,
Muscle wasting and atrophy  not elsewhere classified  left thigh,M62552,
Muscle wasting and atrophy  not elsewhere classified  unspecified thigh,M62559,
Muscle wasting and atrophy  not elsewhere classified  right lower leg,M62561,
Muscle wasting and atrophy  not elsewhere classified  left lower leg,M62562,
Muscle wasting and atrophy  not elsewhere classified  unspecified lower leg,M62569,
Muscle wasting and atrophy  not elsewhere classified  right ankle and foot,M62571,
Muscle wasting and atrophy  not elsewhere classified  left ankle and foot,M62572,
Muscle wasting and atrophy  not elsewhere classified  unspecified ankle and foot,M62579,
Muscle wasting and atrophy  not elsewhere classified  other site,M6258,
Muscle wasting and atrophy  not elsewhere classified  multiple sites,M6259,
Muscle weakness (generalized),M6281,
Rhabdomyolysis,M6282,
Muscle spasm of back,M62830,
Muscle spasm of calf,M62831,
Other muscle spasm,M62838,
Other specified disorders of muscle,M6289,
Disorder of muscle  unspecified,M629,
Disorders of muscle in diseases classified elsewhere  unspecified site,M6380,
Disorders of muscle in diseases classified elsewhere  right shoulder,M63811,
Disorders of muscle in diseases classified elsewhere  left shoulder,M63812,
Disorders of muscle in diseases classified elsewhere  unspecified shoulder,M63819,
Disorders of muscle in diseases classified elsewhere  right upper arm,M63821,
Disorders of muscle in diseases classified elsewhere  left upper arm,M63822,
Disorders of muscle in diseases classified elsewhere  unspecified upper arm,M63829,
Disorders of muscle in diseases classified elsewhere  right forearm,M63831,
Disorders of muscle in diseases classified elsewhere  left forearm,M63832,
Disorders of muscle in diseases classified elsewhere  unspecified forearm,M63839,
Disorders of muscle in diseases classified elsewhere  right hand,M63841,
Disorders of muscle in diseases classified elsewhere  left hand,M63842,
Disorders of muscle in diseases classified elsewhere  unspecified hand,M63849,
Disorders of muscle in diseases classified elsewhere  right thigh,M63851,
Disorders of muscle in diseases classified elsewhere  left thigh,M63852,
Disorders of muscle in diseases classified elsewhere  unspecified thigh,M63859,
Disorders of muscle in diseases classified elsewhere  right lower leg,M63861,
Disorders of muscle in diseases classified elsewhere  left lower leg,M63862,
Disorders of muscle in diseases classified elsewhere  unspecified lower leg,M63869,
Disorders of muscle in diseases classified elsewhere  right ankle and foot,M63871,
Disorders of muscle in diseases classified elsewhere  left ankle and foot,M63872,
Disorders of muscle in diseases classified elsewhere  unspecified ankle and foot,M63879,
Disorders of muscle in diseases classified elsewhere  other site,M6388,
Disorders of muscle in diseases classified elsewhere  multiple sites,M6389,
Abscess of tendon sheath  unspecified site,M6500,
Abscess of tendon sheath  right shoulder,M65011,
Abscess of tendon sheath  left shoulder,M65012,
Abscess of tendon sheath  unspecified shoulder,M65019,
Abscess of tendon sheath  right upper arm,M65021,
Abscess of tendon sheath  left upper arm,M65022,
Abscess of tendon sheath  unspecified upper arm,M65029,
Abscess of tendon sheath  right forearm,M65031,
Abscess of tendon sheath  left forearm,M65032,
Abscess of tendon sheath  unspecified forearm,M65039,
Abscess of tendon sheath  right hand,M65041,
Abscess of tendon sheath  left hand,M65042,
Abscess of tendon sheath  unspecified hand,M65049,
Abscess of tendon sheath  right thigh,M65051,
Abscess of tendon sheath  left thigh,M65052,
Abscess of tendon sheath  unspecified thigh,M65059,
Abscess of tendon sheath  right lower leg,M65061,
Abscess of tendon sheath  left lower leg,M65062,
Abscess of tendon sheath  unspecified lower leg,M65069,
Abscess of tendon sheath  right ankle and foot,M65071,
Abscess of tendon sheath  left ankle and foot,M65072,
Abscess of tendon sheath  unspecified ankle and foot,M65079,
Abscess of tendon sheath  other site,M6508,
Other infective (teno)synovitis  unspecified site,M6510,
Other infective (teno)synovitis  right shoulder,M65111,
Other infective (teno)synovitis  left shoulder,M65112,
Other infective (teno)synovitis  unspecified shoulder,M65119,
Other infective (teno)synovitis  right elbow,M65121,
Other infective (teno)synovitis  left elbow,M65122,
Other infective (teno)synovitis  unspecified elbow,M65129,
Other infective (teno)synovitis  right wrist,M65131,
Other infective (teno)synovitis  left wrist,M65132,
Other infective (teno)synovitis  unspecified wrist,M65139,
Other infective (teno)synovitis  right hand,M65141,
Other infective (teno)synovitis  left hand,M65142,
Other infective (teno)synovitis  unspecified hand,M65149,
Other infective (teno)synovitis  right hip,M65151,
Other infective (teno)synovitis  left hip,M65152,
Other infective (teno)synovitis  unspecified hip,M65159,
Other infective (teno)synovitis  right knee,M65161,
Other infective (teno)synovitis  left knee,M65162,
Other infective (teno)synovitis  unspecified knee,M65169,
Other infective (teno)synovitis  right ankle and foot,M65171,
Other infective (teno)synovitis  left ankle and foot,M65172,
Other infective (teno)synovitis  unspecified ankle and foot,M65179,
Other infective (teno)synovitis  other site,M6518,
Other infective (teno)synovitis  multiple sites,M6519,
Calcific tendinitis  unspecified site,M6520,
Calcific tendinitis  right upper arm,M65221,
Calcific tendinitis  left upper arm,M65222,
Calcific tendinitis  unspecified upper arm,M65229,
Calcific tendinitis  right forearm,M65231,
Calcific tendinitis  left forearm,M65232,
Calcific tendinitis  unspecified forearm,M65239,
Calcific tendinitis  right hand,M65241,
Calcific tendinitis  left hand,M65242,
Calcific tendinitis  unspecified hand,M65249,
Calcific tendinitis  right thigh,M65251,
Calcific tendinitis  left thigh,M65252,
Calcific tendinitis  unspecified thigh,M65259,
Calcific tendinitis  right lower leg,M65261,
Calcific tendinitis  left lower leg,M65262,
Calcific tendinitis  unspecified lower leg,M65269,
Calcific tendinitis  right ankle and foot,M65271,
Calcific tendinitis  left ankle and foot,M65272,
Calcific tendinitis  unspecified ankle and foot,M65279,
Calcific tendinitis  other site,M6528,
Calcific tendinitis  multiple sites,M6529,
Trigger finger  unspecified finger,M6530,
Trigger thumb  right thumb,M65311,
Trigger thumb  left thumb,M65312,
Trigger thumb  unspecified thumb,M65319,
Trigger finger  right index finger,M65321,
Trigger finger  left index finger,M65322,
Trigger finger  unspecified index finger,M65329,
Trigger finger  right middle finger,M65331,
Trigger finger  left middle finger,M65332,
Trigger finger  unspecified middle finger,M65339,
Trigger finger  right ring finger,M65341,
Trigger finger  left ring finger,M65342,
Trigger finger  unspecified ring finger,M65349,
Trigger finger  right little finger,M65351,
Trigger finger  left little finger,M65352,
Trigger finger  unspecified little finger,M65359,
Radial styloid tenosynovitis [de Quervain],M654,
Other synovitis and tenosynovitis  unspecified site,M6580,
Other synovitis and tenosynovitis  right shoulder,M65811,
Other synovitis and tenosynovitis  left shoulder,M65812,
Other synovitis and tenosynovitis  unspecified shoulder,M65819,
Other synovitis and tenosynovitis  right upper arm,M65821,
Other synovitis and tenosynovitis  left upper arm,M65822,
Other synovitis and tenosynovitis  unspecified upper arm,M65829,
Other synovitis and tenosynovitis  right forearm,M65831,
Other synovitis and tenosynovitis  left forearm,M65832,
Other synovitis and tenosynovitis  unspecified forearm,M65839,
Other synovitis and tenosynovitis  right hand,M65841,
Other synovitis and tenosynovitis  left hand,M65842,
Other synovitis and tenosynovitis  unspecified hand,M65849,
Other synovitis and tenosynovitis  right thigh,M65851,
Other synovitis and tenosynovitis  left thigh,M65852,
Other synovitis and tenosynovitis  unspecified thigh,M65859,
Other synovitis and tenosynovitis  right lower leg,M65861,
Other synovitis and tenosynovitis  left lower leg,M65862,
Other synovitis and tenosynovitis  unspecified lower leg,M65869,
Other synovitis and tenosynovitis  right ankle and foot,M65871,
Other synovitis and tenosynovitis  left ankle and foot,M65872,
Other synovitis and tenosynovitis  unspecified ankle and foot,M65879,
Other synovitis and tenosynovitis  other site,M6588,
Other synovitis and tenosynovitis  multiple sites,M6589,
Synovitis and tenosynovitis  unspecified,M659,
Rupture of popliteal cyst,M660,
Rupture of synovium  unspecified joint,M6610,
Rupture of synovium  right shoulder,M66111,
Rupture of synovium  left shoulder,M66112,
Rupture of synovium  unspecified shoulder,M66119,
Rupture of synovium  right elbow,M66121,
Rupture of synovium  left elbow,M66122,
Rupture of synovium  unspecified elbow,M66129,
Rupture of synovium  right wrist,M66131,
Rupture of synovium  left wrist,M66132,
Rupture of synovium  unspecified wrist,M66139,
Rupture of synovium  right hand,M66141,
Rupture of synovium  left hand,M66142,
Rupture of synovium  unspecified hand,M66143,
Rupture of synovium  right finger(s),M66144,
Rupture of synovium  left finger(s),M66145,
Rupture of synovium  unspecified finger(s),M66146,
Rupture of synovium  right hip,M66151,
Rupture of synovium  left hip,M66152,
Rupture of synovium  unspecified hip,M66159,
Rupture of synovium  right ankle,M66171,
Rupture of synovium  left ankle,M66172,
Rupture of synovium  unspecified ankle,M66173,
Rupture of synovium  right foot,M66174,
Rupture of synovium  left foot,M66175,
Rupture of synovium  unspecified foot,M66176,
Rupture of synovium  right toe(s),M66177,
Rupture of synovium  left toe(s),M66178,
Rupture of synovium  unspecified toe(s),M66179,
Rupture of synovium  other site,M6618,
Spontaneous rupture of extensor tendons  unspecified site,M6620,
Spontaneous rupture of extensor tendons  right shoulder,M66211,
Spontaneous rupture of extensor tendons  left shoulder,M66212,
Spontaneous rupture of extensor tendons  unspecified shoulder,M66219,
Spontaneous rupture of extensor tendons  right upper arm,M66221,
Spontaneous rupture of extensor tendons  left upper arm,M66222,
Spontaneous rupture of extensor tendons  unspecified upper arm,M66229,
Spontaneous rupture of extensor tendons  right forearm,M66231,
Spontaneous rupture of extensor tendons  left forearm,M66232,
Spontaneous rupture of extensor tendons  unspecified forearm,M66239,
Spontaneous rupture of extensor tendons  right hand,M66241,
Spontaneous rupture of extensor tendons  left hand,M66242,
Spontaneous rupture of extensor tendons  unspecified hand,M66249,
Spontaneous rupture of extensor tendons  right thigh,M66251,
Spontaneous rupture of extensor tendons  left thigh,M66252,
Spontaneous rupture of extensor tendons  unspecified thigh,M66259,
Spontaneous rupture of extensor tendons  right lower leg,M66261,
Spontaneous rupture of extensor tendons  left lower leg,M66262,
Spontaneous rupture of extensor tendons  unspecified lower leg,M66269,
Spontaneous rupture of extensor tendons  right ankle and foot,M66271,
Spontaneous rupture of extensor tendons  left ankle and foot,M66272,
Spontaneous rupture of extensor tendons  unspecified ankle and foot,M66279,
Spontaneous rupture of extensor tendons  other site,M6628,
Spontaneous rupture of extensor tendons  multiple sites,M6629,
Spontaneous rupture of flexor tendons  unspecified site,M6630,
Spontaneous rupture of flexor tendons  right shoulder,M66311,
Spontaneous rupture of flexor tendons  left shoulder,M66312,
Spontaneous rupture of flexor tendons  unspecified shoulder,M66319,
Spontaneous rupture of flexor tendons  right upper arm,M66321,
Spontaneous rupture of flexor tendons  left upper arm,M66322,
Spontaneous rupture of flexor tendons  unspecified upper arm,M66329,
Spontaneous rupture of flexor tendons  right forearm,M66331,
Spontaneous rupture of flexor tendons  left forearm,M66332,
Spontaneous rupture of flexor tendons  unspecified forearm,M66339,
Spontaneous rupture of flexor tendons  right hand,M66341,
Spontaneous rupture of flexor tendons  left hand,M66342,
Spontaneous rupture of flexor tendons  unspecified hand,M66349,
Spontaneous rupture of flexor tendons  right thigh,M66351,
Spontaneous rupture of flexor tendons  left thigh,M66352,
Spontaneous rupture of flexor tendons  unspecified thigh,M66359,
Spontaneous rupture of flexor tendons  right lower leg,M66361,
Spontaneous rupture of flexor tendons  left lower leg,M66362,
Spontaneous rupture of flexor tendons  unspecified lower leg,M66369,
Spontaneous rupture of flexor tendons  right ankle and foot,M66371,
Spontaneous rupture of flexor tendons  left ankle and foot,M66372,
Spontaneous rupture of flexor tendons  unspecified ankle and foot,M66379,
Spontaneous rupture of flexor tendons  other site,M6638,
Spontaneous rupture of flexor tendons  multiple sites,M6639,
Spontaneous rupture of other tendons  unspecified site,M6680,
Spontaneous rupture of other tendons  right shoulder,M66811,
Spontaneous rupture of other tendons  left shoulder,M66812,
Spontaneous rupture of other tendons  unspecified shoulder,M66819,
Spontaneous rupture of other tendons  right upper arm,M66821,
Spontaneous rupture of other tendons  left upper arm,M66822,
Spontaneous rupture of other tendons  unspecified upper arm,M66829,
Spontaneous rupture of other tendons  right forearm,M66831,
Spontaneous rupture of other tendons  left forearm,M66832,
Spontaneous rupture of other tendons  unspecified forearm,M66839,
Spontaneous rupture of other tendons  right hand,M66841,
Spontaneous rupture of other tendons  left hand,M66842,
Spontaneous rupture of other tendons  unspecified hand,M66849,
Spontaneous rupture of other tendons  right thigh,M66851,
Spontaneous rupture of other tendons  left thigh,M66852,
Spontaneous rupture of other tendons  unspecified thigh,M66859,
Spontaneous rupture of other tendons  right lower leg,M66861,
Spontaneous rupture of other tendons  left lower leg,M66862,
Spontaneous rupture of other tendons  unspecified lower leg,M66869,
Spontaneous rupture of other tendons  right ankle and foot,M66871,
Spontaneous rupture of other tendons  left ankle and foot,M66872,
Spontaneous rupture of other tendons  unspecified ankle and foot,M66879,
Spontaneous rupture of other tendons  other,M6688,
Spontaneous rupture of other tendons  multiple sites,M6689,
Spontaneous rupture of unspecified tendon,M669,
Short Achilles tendon (acquired)  unspecified ankle,M6700,
Short Achilles tendon (acquired)  right ankle,M6701,
Short Achilles tendon (acquired)  left ankle,M6702,
Synovial hypertrophy  not elsewhere classified  unspecified site,M6720,
Synovial hypertrophy  not elsewhere classified  right shoulder,M67211,
Synovial hypertrophy  not elsewhere classified  left shoulder,M67212,
Synovial hypertrophy  not elsewhere classified  unspecified shoulder,M67219,
Synovial hypertrophy  not elsewhere classified  right upper arm,M67221,
Synovial hypertrophy  not elsewhere classified  left upper arm,M67222,
Synovial hypertrophy  not elsewhere classified  unspecified upper arm,M67229,
Synovial hypertrophy  not elsewhere classified  right forearm,M67231,
Synovial hypertrophy  not elsewhere classified  left forearm,M67232,
Synovial hypertrophy  not elsewhere classified  unspecified forearm,M67239,
Synovial hypertrophy  not elsewhere classified  right hand,M67241,
Synovial hypertrophy  not elsewhere classified  left hand,M67242,
