Unspecified injury of left renal vein  subsequent encounter,S35405D,
Injury of unspecified uterine artery  subsequent encounter,S35533D,
Injury of unspecified uterine artery  sequela,S35533S,
Injury of right uterine vein  initial encounter,S35534A,
Injury of right uterine vein  subsequent encounter,S35534D,
Injury of right uterine vein  sequela,S35534S,
Injury of left uterine vein  initial encounter,S35535A,
Injury of left uterine vein  subsequent encounter,S35535D,
Injury of left uterine vein  sequela,S35535S,
Injury of unspecified uterine vein  initial encounter,S35536A,
Injury of unspecified uterine vein  subsequent encounter,S35536D,
Injury of unspecified uterine vein  sequela,S35536S,
Injury of other iliac blood vessels  initial encounter,S3559XA,
Injury of other iliac blood vessels  subsequent encounter,S3559XD,
Injury of other iliac blood vessels  sequela,S3559XS,
Laceration of other blood vessels at abdomen  lower back and pelvis level  initial encounter,S358X1A,
Laceration of other blood vessels at abdomen  lower back and pelvis level  subsequent encounter,S358X1D,
Laceration of other blood vessels at abdomen  lower back and pelvis level  sequela,S358X1S,
Other specified injury of other blood vessels at abdomen  lower back and pelvis level  initial encounter,S358X8A,
Other specified injury of other blood vessels at abdomen  lower back and pelvis level  subsequent encounter,S358X8D,
Other specified injury of other blood vessels at abdomen  lower back and pelvis level  sequela,S358X8S,
Unspecified injury of other blood vessels at abdomen  lower back and pelvis level  initial encounter,S358X9A,
Unspecified injury of other blood vessels at abdomen  lower back and pelvis level  subsequent encounter,S358X9D,
Unspecified injury of other blood vessels at abdomen  lower back and pelvis level  sequela,S358X9S,
Unspecified injury of unspecified blood vessel at abdomen  lower back and pelvis level  initial encounter,S3590XA,
Unspecified injury of unspecified blood vessel at abdomen  lower back and pelvis level  subsequent encounter,S3590XD,
Unspecified injury of unspecified blood vessel at abdomen  lower back and pelvis level  sequela,S3590XS,
Laceration of unspecified blood vessel at abdomen  lower back and pelvis level  initial encounter,S3591XA,
Laceration of unspecified blood vessel at abdomen  lower back and pelvis level  subsequent encounter,S3591XD,
Laceration of unspecified blood vessel at abdomen  lower back and pelvis level  sequela,S3591XS,
Other specified injury of unspecified blood vessel at abdomen  lower back and pelvis level  initial encounter,S3599XA,
Other specified injury of unspecified blood vessel at abdomen  lower back and pelvis level  subsequent encounter,S3599XD,
Other specified injury of unspecified blood vessel at abdomen  lower back and pelvis level  sequela,S3599XS,
Unspecified injury of spleen  initial encounter,S3600XA,
Unspecified injury of spleen  subsequent encounter,S3600XD,
Unspecified injury of spleen  sequela,S3600XS,
Minor contusion of spleen  initial encounter,S36020A,
Minor contusion of spleen  subsequent encounter,S36020D,
Minor contusion of spleen  sequela,S36020S,
Major contusion of spleen  initial encounter,S36021A,
Major contusion of spleen  subsequent encounter,S36021D,
Major contusion of spleen  sequela,S36021S,
Unspecified contusion of spleen  initial encounter,S36029A,
Unspecified contusion of spleen  subsequent encounter,S36029D,
Unspecified contusion of spleen  sequela,S36029S,
Superficial (capsular) laceration of spleen  initial encounter,S36030A,
Superficial (capsular) laceration of spleen  subsequent encounter,S36030D,
Superficial (capsular) laceration of spleen  sequela,S36030S,
Moderate laceration of spleen  initial encounter,S36031A,
Moderate laceration of spleen  subsequent encounter,S36031D,
Moderate laceration of spleen  sequela,S36031S,
Major laceration of spleen  initial encounter,S36032A,
Major laceration of spleen  subsequent encounter,S36032D,
Major laceration of spleen  sequela,S36032S,
Unspecified laceration of spleen  initial encounter,S36039A,
Unspecified laceration of spleen  subsequent encounter,S36039D,
Unspecified laceration of spleen  sequela,S36039S,
Other injury of spleen  initial encounter,S3609XA,
Other injury of spleen  subsequent encounter,S3609XD,
Other injury of spleen  sequela,S3609XS,
Contusion of liver  initial encounter,S36112A,
Contusion of liver  subsequent encounter,S36112D,
Contusion of liver  sequela,S36112S,
Laceration of liver  unspecified degree  initial encounter,S36113A,
Laceration of liver  unspecified degree  subsequent encounter,S36113D,
Laceration of liver  unspecified degree  sequela,S36113S,
Minor laceration of liver  initial encounter,S36114A,
Minor laceration of liver  subsequent encounter,S36114D,
Minor laceration of liver  sequela,S36114S,
Moderate laceration of liver  initial encounter,S36115A,
Moderate laceration of liver  subsequent encounter,S36115D,
Moderate laceration of liver  sequela,S36115S,
Major laceration of liver  initial encounter,S36116A,
Major laceration of liver  subsequent encounter,S36116D,
Major laceration of liver  sequela,S36116S,
Other injury of liver  initial encounter,S36118A,
Other injury of liver  subsequent encounter,S36118D,
Other injury of liver  sequela,S36118S,
Unspecified injury of liver  initial encounter,S36119A,
Unspecified injury of liver  subsequent encounter,S36119D,
Unspecified injury of liver  sequela,S36119S,
Contusion of gallbladder  initial encounter,S36122A,
Contusion of gallbladder  subsequent encounter,S36122D,
Contusion of gallbladder  sequela,S36122S,
Laceration of gallbladder  initial encounter,S36123A,
Laceration of gallbladder  subsequent encounter,S36123D,
Laceration of gallbladder  sequela,S36123S,
Other injury of gallbladder  initial encounter,S36128A,
Other injury of gallbladder  subsequent encounter,S36128D,
Other injury of gallbladder  sequela,S36128S,
Unspecified injury of gallbladder  initial encounter,S36129A,
Unspecified injury of gallbladder  subsequent encounter,S36129D,
Unspecified injury of gallbladder  sequela,S36129S,
Injury of bile duct  initial encounter,S3613XA,
Injury of bile duct  subsequent encounter,S3613XD,
Injury of bile duct  sequela,S3613XS,
Unspecified injury of head of pancreas  initial encounter,S36200A,
Unspecified injury of head of pancreas  subsequent encounter,S36200D,
Unspecified injury of head of pancreas  sequela,S36200S,
Unspecified injury of body of pancreas  initial encounter,S36201A,
Unspecified injury of body of pancreas  subsequent encounter,S36201D,
Unspecified injury of body of pancreas  sequela,S36201S,
Unspecified injury of tail of pancreas  initial encounter,S36202A,
Unspecified injury of tail of pancreas  subsequent encounter,S36202D,
Unspecified injury of tail of pancreas  sequela,S36202S,
Unspecified injury of unspecified part of pancreas  initial encounter,S36209A,
Unspecified injury of unspecified part of pancreas  subsequent encounter,S36209D,
Unspecified injury of unspecified part of pancreas  sequela,S36209S,
Contusion of head of pancreas  initial encounter,S36220A,
Contusion of head of pancreas  subsequent encounter,S36220D,
Contusion of head of pancreas  sequela,S36220S,
Contusion of body of pancreas  initial encounter,S36221A,
Contusion of body of pancreas  subsequent encounter,S36221D,
Contusion of body of pancreas  sequela,S36221S,
Contusion of tail of pancreas  initial encounter,S36222A,
Contusion of tail of pancreas  subsequent encounter,S36222D,
Contusion of tail of pancreas  sequela,S36222S,
Contusion of unspecified part of pancreas  initial encounter,S36229A,
Contusion of unspecified part of pancreas  subsequent encounter,S36229D,
Contusion of unspecified part of pancreas  sequela,S36229S,
Laceration of head of pancreas  unspecified degree  initial encounter,S36230A,
Laceration of head of pancreas  unspecified degree  subsequent encounter,S36230D,
Laceration of head of pancreas  unspecified degree  sequela,S36230S,
Laceration of body of pancreas  unspecified degree  initial encounter,S36231A,
Laceration of body of pancreas  unspecified degree  subsequent encounter,S36231D,
Laceration of body of pancreas  unspecified degree  sequela,S36231S,
Laceration of tail of pancreas  unspecified degree  initial encounter,S36232A,
Laceration of tail of pancreas  unspecified degree  subsequent encounter,S36232D,
Laceration of tail of pancreas  unspecified degree  sequela,S36232S,
Laceration of unspecified part of pancreas  unspecified degree  initial encounter,S36239A,
Laceration of unspecified part of pancreas  unspecified degree  subsequent encounter,S36239D,
Laceration of unspecified part of pancreas  unspecified degree  sequela,S36239S,
Minor laceration of head of pancreas  initial encounter,S36240A,
Minor laceration of head of pancreas  subsequent encounter,S36240D,
Minor laceration of head of pancreas  sequela,S36240S,
Minor laceration of body of pancreas  initial encounter,S36241A,
Minor laceration of body of pancreas  subsequent encounter,S36241D,
Minor laceration of body of pancreas  sequela,S36241S,
Minor laceration of tail of pancreas  initial encounter,S36242A,
Minor laceration of tail of pancreas  subsequent encounter,S36242D,
Minor laceration of tail of pancreas  sequela,S36242S,
Minor laceration of unspecified part of pancreas  initial encounter,S36249A,
Minor laceration of unspecified part of pancreas  subsequent encounter,S36249D,
Minor laceration of unspecified part of pancreas  sequela,S36249S,
Moderate laceration of head of pancreas  initial encounter,S36250A,
Moderate laceration of head of pancreas  subsequent encounter,S36250D,
Moderate laceration of head of pancreas  sequela,S36250S,
Moderate laceration of body of pancreas  initial encounter,S36251A,
Moderate laceration of body of pancreas  subsequent encounter,S36251D,
Moderate laceration of body of pancreas  sequela,S36251S,
Moderate laceration of tail of pancreas  initial encounter,S36252A,
Moderate laceration of tail of pancreas  subsequent encounter,S36252D,
Moderate laceration of tail of pancreas  sequela,S36252S,
Moderate laceration of unspecified part of pancreas  initial encounter,S36259A,
Moderate laceration of unspecified part of pancreas  subsequent encounter,S36259D,
Moderate laceration of unspecified part of pancreas  sequela,S36259S,
Major laceration of head of pancreas  initial encounter,S36260A,
Major laceration of head of pancreas  subsequent encounter,S36260D,
Major laceration of head of pancreas  sequela,S36260S,
Major laceration of body of pancreas  initial encounter,S36261A,
Major laceration of body of pancreas  subsequent encounter,S36261D,
Major laceration of body of pancreas  sequela,S36261S,
Major laceration of tail of pancreas  initial encounter,S36262A,
Major laceration of tail of pancreas  subsequent encounter,S36262D,
Major laceration of tail of pancreas  sequela,S36262S,
Major laceration of unspecified part of pancreas  initial encounter,S36269A,
Major laceration of unspecified part of pancreas  subsequent encounter,S36269D,
Major laceration of unspecified part of pancreas  sequela,S36269S,
Other injury of head of pancreas  initial encounter,S36290A,
Other injury of head of pancreas  subsequent encounter,S36290D,
Other injury of head of pancreas  sequela,S36290S,
Other injury of body of pancreas  initial encounter,S36291A,
Other injury of body of pancreas  subsequent encounter,S36291D,
Other injury of body of pancreas  sequela,S36291S,
Other injury of tail of pancreas  initial encounter,S36292A,
Other injury of tail of pancreas  subsequent encounter,S36292D,
Other injury of tail of pancreas  sequela,S36292S,
Other injury of unspecified part of pancreas  initial encounter,S36299A,
Other injury of unspecified part of pancreas  subsequent encounter,S36299D,
Other injury of unspecified part of pancreas  sequela,S36299S,
Unspecified injury of stomach  initial encounter,S3630XA,
Unspecified injury of stomach  subsequent encounter,S3630XD,
Unspecified injury of stomach  sequela,S3630XS,
Contusion of stomach  initial encounter,S3632XA,
Contusion of stomach  subsequent encounter,S3632XD,
Contusion of stomach  sequela,S3632XS,
Laceration of stomach  initial encounter,S3633XA,
Laceration of stomach  subsequent encounter,S3633XD,
Laceration of stomach  sequela,S3633XS,
Other injury of stomach  initial encounter,S3639XA,
Other injury of stomach  subsequent encounter,S3639XD,
Other injury of stomach  sequela,S3639XS,
Unspecified injury of duodenum  initial encounter,S36400A,
Unspecified injury of duodenum  subsequent encounter,S36400D,
Unspecified injury of duodenum  sequela,S36400S,
Unspecified injury of other part of small intestine  initial encounter,S36408A,
Unspecified injury of other part of small intestine  subsequent encounter,S36408D,
Unspecified injury of other part of small intestine  sequela,S36408S,
Unspecified injury of unspecified part of small intestine  initial encounter,S36409A,
Unspecified injury of unspecified part of small intestine  subsequent encounter,S36409D,
Unspecified injury of unspecified part of small intestine  sequela,S36409S,
Primary blast injury of duodenum  initial encounter,S36410A,
Primary blast injury of duodenum  subsequent encounter,S36410D,
Primary blast injury of duodenum  sequela,S36410S,
Primary blast injury of other part of small intestine  initial encounter,S36418A,
Primary blast injury of other part of small intestine  subsequent encounter,S36418D,
Primary blast injury of other part of small intestine  sequela,S36418S,
Primary blast injury of unspecified part of small intestine  initial encounter,S36419A,
Primary blast injury of unspecified part of small intestine  subsequent encounter,S36419D,
Primary blast injury of unspecified part of small intestine  sequela,S36419S,
Contusion of duodenum  initial encounter,S36420A,
Contusion of duodenum  subsequent encounter,S36420D,
Contusion of duodenum  sequela,S36420S,
Contusion of other part of small intestine  initial encounter,S36428A,
Contusion of other part of small intestine  subsequent encounter,S36428D,
Contusion of other part of small intestine  sequela,S36428S,
Contusion of unspecified part of small intestine  initial encounter,S36429A,
Contusion of unspecified part of small intestine  subsequent encounter,S36429D,
Contusion of unspecified part of small intestine  sequela,S36429S,
Laceration of duodenum  initial encounter,S36430A,
Laceration of duodenum  subsequent encounter,S36430D,
Laceration of duodenum  sequela,S36430S,
Laceration of other part of small intestine  initial encounter,S36438A,
Laceration of other part of small intestine  subsequent encounter,S36438D,
Laceration of other part of small intestine  sequela,S36438S,
Laceration of unspecified part of small intestine  initial encounter,S36439A,
Laceration of unspecified part of small intestine  subsequent encounter,S36439D,
Laceration of unspecified part of small intestine  sequela,S36439S,
Other injury of duodenum  initial encounter,S36490A,
Other injury of duodenum  subsequent encounter,S36490D,
Other injury of duodenum  sequela,S36490S,
Other injury of other part of small intestine  initial encounter,S36498A,
Other injury of other part of small intestine  subsequent encounter,S36498D,
Other injury of other part of small intestine  sequela,S36498S,
Other injury of unspecified part of small intestine  initial encounter,S36499A,
Other injury of unspecified part of small intestine  subsequent encounter,S36499D,
Other injury of unspecified part of small intestine  sequela,S36499S,
Unspecified injury of ascending [right] colon  initial encounter,S36500A,
Unspecified injury of ascending [right] colon  subsequent encounter,S36500D,
Unspecified injury of ascending [right] colon  sequela,S36500S,
Unspecified injury of transverse colon  initial encounter,S36501A,
Unspecified injury of transverse colon  subsequent encounter,S36501D,
Unspecified injury of transverse colon  sequela,S36501S,
Unspecified injury of descending [left] colon  initial encounter,S36502A,
Unspecified injury of descending [left] colon  subsequent encounter,S36502D,
Unspecified injury of descending [left] colon  sequela,S36502S,
Unspecified injury of sigmoid colon  initial encounter,S36503A,
Unspecified injury of sigmoid colon  subsequent encounter,S36503D,
Unspecified injury of sigmoid colon  sequela,S36503S,
Unspecified injury of other part of colon  initial encounter,S36508A,
Unspecified injury of other part of colon  subsequent encounter,S36508D,
Unspecified injury of other part of colon  sequela,S36508S,
Unspecified injury of unspecified part of colon  initial encounter,S36509A,
Unspecified injury of unspecified part of colon  subsequent encounter,S36509D,
Unspecified injury of unspecified part of colon  sequela,S36509S,
Primary blast injury of ascending [right] colon  initial encounter,S36510A,
Primary blast injury of ascending [right] colon  subsequent encounter,S36510D,
Primary blast injury of ascending [right] colon  sequela,S36510S,
Primary blast injury of transverse colon  initial encounter,S36511A,
Primary blast injury of transverse colon  subsequent encounter,S36511D,
Primary blast injury of transverse colon  sequela,S36511S,
Primary blast injury of descending [left] colon  initial encounter,S36512A,
Primary blast injury of descending [left] colon  subsequent encounter,S36512D,
Primary blast injury of descending [left] colon  sequela,S36512S,
Primary blast injury of sigmoid colon  initial encounter,S36513A,
Primary blast injury of sigmoid colon  subsequent encounter,S36513D,
Primary blast injury of sigmoid colon  sequela,S36513S,
Primary blast injury of other part of colon  initial encounter,S36518A,
Primary blast injury of other part of colon  subsequent encounter,S36518D,
Primary blast injury of other part of colon  sequela,S36518S,
Primary blast injury of unspecified part of colon  initial encounter,S36519A,
Primary blast injury of unspecified part of colon  subsequent encounter,S36519D,
Primary blast injury of unspecified part of colon  sequela,S36519S,
Contusion of ascending [right] colon  initial encounter,S36520A,
Contusion of ascending [right] colon  subsequent encounter,S36520D,
Contusion of ascending [right] colon  sequela,S36520S,
Contusion of transverse colon  initial encounter,S36521A,
Contusion of transverse colon  subsequent encounter,S36521D,
Contusion of transverse colon  sequela,S36521S,
Contusion of descending [left] colon  initial encounter,S36522A,
Contusion of descending [left] colon  subsequent encounter,S36522D,
Contusion of descending [left] colon  sequela,S36522S,
Contusion of sigmoid colon  initial encounter,S36523A,
Contusion of sigmoid colon  subsequent encounter,S36523D,
Contusion of sigmoid colon  sequela,S36523S,
Contusion of other part of colon  initial encounter,S36528A,
Contusion of other part of colon  subsequent encounter,S36528D,
Contusion of other part of colon  sequela,S36528S,
Contusion of unspecified part of colon  initial encounter,S36529A,
Contusion of unspecified part of colon  subsequent encounter,S36529D,
Contusion of unspecified part of colon  sequela,S36529S,
Laceration of ascending [right] colon  initial encounter,S36530A,
Laceration of ascending [right] colon  subsequent encounter,S36530D,
Laceration of ascending [right] colon  sequela,S36530S,
Laceration of transverse colon  initial encounter,S36531A,
Laceration of transverse colon  subsequent encounter,S36531D,
Laceration of transverse colon  sequela,S36531S,
Laceration of descending [left] colon  initial encounter,S36532A,
Laceration of descending [left] colon  subsequent encounter,S36532D,
Laceration of descending [left] colon  sequela,S36532S,
Laceration of sigmoid colon  initial encounter,S36533A,
Laceration of sigmoid colon  subsequent encounter,S36533D,
Laceration of sigmoid colon  sequela,S36533S,
Laceration of other part of colon  initial encounter,S36538A,
Laceration of other part of colon  subsequent encounter,S36538D,
Laceration of other part of colon  sequela,S36538S,
Laceration of unspecified part of colon  initial encounter,S36539A,
Laceration of unspecified part of colon  subsequent encounter,S36539D,
Laceration of unspecified part of colon  sequela,S36539S,
Other injury of ascending [right] colon  initial encounter,S36590A,
Other injury of ascending [right] colon  subsequent encounter,S36590D,
Other injury of ascending [right] colon  sequela,S36590S,
Other injury of transverse colon  initial encounter,S36591A,
Other injury of transverse colon  subsequent encounter,S36591D,
Other injury of transverse colon  sequela,S36591S,
Other injury of descending [left] colon  initial encounter,S36592A,
Other injury of descending [left] colon  subsequent encounter,S36592D,
Other injury of descending [left] colon  sequela,S36592S,
Other injury of sigmoid colon  initial encounter,S36593A,
Other injury of sigmoid colon  subsequent encounter,S36593D,
Other injury of sigmoid colon  sequela,S36593S,
Other injury of other part of colon  initial encounter,S36598A,
Other injury of other part of colon  subsequent encounter,S36598D,
Other injury of other part of colon  sequela,S36598S,
Other injury of unspecified part of colon  initial encounter,S36599A,
Other injury of unspecified part of colon  subsequent encounter,S36599D,
Other injury of unspecified part of colon  sequela,S36599S,
Unspecified injury of rectum  initial encounter,S3660XA,
Unspecified injury of rectum  subsequent encounter,S3660XD,
Unspecified injury of rectum  sequela,S3660XS,
Primary blast injury of rectum  initial encounter,S3661XA,
Primary blast injury of rectum  subsequent encounter,S3661XD,
Primary blast injury of rectum  sequela,S3661XS,
Contusion of rectum  initial encounter,S3662XA,
Contusion of rectum  subsequent encounter,S3662XD,
Contusion of rectum  sequela,S3662XS,
Laceration of rectum  initial encounter,S3663XA,
Laceration of rectum  subsequent encounter,S3663XD,
Laceration of rectum  sequela,S3663XS,
Other injury of rectum  initial encounter,S3669XA,
Other injury of rectum  subsequent encounter,S3669XD,
Other injury of rectum  sequela,S3669XS,
Injury of peritoneum  initial encounter,S3681XA,
Injury of peritoneum  subsequent encounter,S3681XD,
Injury of peritoneum  sequela,S3681XS,
Contusion of other intra-abdominal organs  initial encounter,S36892A,
Contusion of other intra-abdominal organs  subsequent encounter,S36892D,
Contusion of other intra-abdominal organs  sequela,S36892S,
Laceration of other intra-abdominal organs  initial encounter,S36893A,
Laceration of other intra-abdominal organs  subsequent encounter,S36893D,
Laceration of other intra-abdominal organs  sequela,S36893S,
Other injury of other intra-abdominal organs  initial encounter,S36898A,
Other injury of other intra-abdominal organs  subsequent encounter,S36898D,
Other injury of other intra-abdominal organs  sequela,S36898S,
Unspecified injury of other intra-abdominal organs  initial encounter,S36899A,
Unspecified injury of other intra-abdominal organs  subsequent encounter,S36899D,
Unspecified injury of other intra-abdominal organs  sequela,S36899S,
Unspecified injury of unspecified intra-abdominal organ  initial encounter,S3690XA,
Unspecified injury of unspecified intra-abdominal organ  subsequent encounter,S3690XD,
Unspecified injury of unspecified intra-abdominal organ  sequela,S3690XS,
Contusion of unspecified intra-abdominal organ  initial encounter,S3692XA,
Contusion of unspecified intra-abdominal organ  subsequent encounter,S3692XD,
Contusion of unspecified intra-abdominal organ  sequela,S3692XS,
Laceration of unspecified intra-abdominal organ  initial encounter,S3693XA,
Laceration of unspecified intra-abdominal organ  subsequent encounter,S3693XD,
Laceration of unspecified intra-abdominal organ  sequela,S3693XS,
Other injury of unspecified intra-abdominal organ  initial encounter,S3699XA,
Other injury of unspecified intra-abdominal organ  subsequent encounter,S3699XD,
Other injury of unspecified intra-abdominal organ  sequela,S3699XS,
Unspecified injury of right kidney  initial encounter,S37001A,
Unspecified injury of right kidney  subsequent encounter,S37001D,
Unspecified injury of right kidney  sequela,S37001S,
Unspecified injury of left kidney  initial encounter,S37002A,
Unspecified injury of left kidney  subsequent encounter,S37002D,
Unspecified injury of left kidney  sequela,S37002S,
Unspecified injury of unspecified kidney  initial encounter,S37009A,
Unspecified injury of unspecified kidney  subsequent encounter,S37009D,
Unspecified injury of unspecified kidney  sequela,S37009S,
Minor contusion of right kidney  initial encounter,S37011A,
Minor contusion of right kidney  subsequent encounter,S37011D,
Minor contusion of right kidney  sequela,S37011S,
Minor contusion of left kidney  initial encounter,S37012A,
Minor contusion of left kidney  subsequent encounter,S37012D,
Minor contusion of left kidney  sequela,S37012S,
Minor contusion of unspecified kidney  initial encounter,S37019A,
Minor contusion of unspecified kidney  subsequent encounter,S37019D,
Minor contusion of unspecified kidney  sequela,S37019S,
Major contusion of right kidney  initial encounter,S37021A,
Major contusion of right kidney  subsequent encounter,S37021D,
Major contusion of right kidney  sequela,S37021S,
Major contusion of left kidney  initial encounter,S37022A,
Major contusion of left kidney  subsequent encounter,S37022D,
Major contusion of left kidney  sequela,S37022S,
Major contusion of unspecified kidney  initial encounter,S37029A,
Major contusion of unspecified kidney  subsequent encounter,S37029D,
Major contusion of unspecified kidney  sequela,S37029S,
Laceration of right kidney  unspecified degree  initial encounter,S37031A,
Laceration of right kidney  unspecified degree  subsequent encounter,S37031D,
Laceration of right kidney  unspecified degree  sequela,S37031S,
Laceration of left kidney  unspecified degree  initial encounter,S37032A,
Laceration of left kidney  unspecified degree  subsequent encounter,S37032D,
Laceration of left kidney  unspecified degree  sequela,S37032S,
Laceration of unspecified kidney  unspecified degree  initial encounter,S37039A,
Laceration of unspecified kidney  unspecified degree  subsequent encounter,S37039D,
Laceration of unspecified kidney  unspecified degree  sequela,S37039S,
Minor laceration of right kidney  initial encounter,S37041A,
Minor laceration of right kidney  subsequent encounter,S37041D,
Minor laceration of right kidney  sequela,S37041S,
Minor laceration of left kidney  initial encounter,S37042A,
Minor laceration of left kidney  subsequent encounter,S37042D,
Minor laceration of left kidney  sequela,S37042S,
Minor laceration of unspecified kidney  initial encounter,S37049A,
Minor laceration of unspecified kidney  subsequent encounter,S37049D,
Minor laceration of unspecified kidney  sequela,S37049S,
Moderate laceration of right kidney  initial encounter,S37051A,
Moderate laceration of right kidney  subsequent encounter,S37051D,
Moderate laceration of right kidney  sequela,S37051S,
Moderate laceration of left kidney  initial encounter,S37052A,
Moderate laceration of left kidney  subsequent encounter,S37052D,
Moderate laceration of left kidney  sequela,S37052S,
Moderate laceration of unspecified kidney  initial encounter,S37059A,
Moderate laceration of unspecified kidney  subsequent encounter,S37059D,
Moderate laceration of unspecified kidney  sequela,S37059S,
Major laceration of right kidney  initial encounter,S37061A,
Major laceration of right kidney  subsequent encounter,S37061D,
Major laceration of right kidney  sequela,S37061S,
Major laceration of left kidney  initial encounter,S37062A,
Major laceration of left kidney  subsequent encounter,S37062D,
Major laceration of left kidney  sequela,S37062S,
Major laceration of unspecified kidney  initial encounter,S37069A,
Major laceration of unspecified kidney  subsequent encounter,S37069D,
Major laceration of unspecified kidney  sequela,S37069S,
Other injury of right kidney  initial encounter,S37091A,
Other injury of right kidney  subsequent encounter,S37091D,
Other injury of right kidney  sequela,S37091S,
Other injury of left kidney  initial encounter,S37092A,
Other injury of left kidney  subsequent encounter,S37092D,
Other injury of left kidney  sequela,S37092S,
Other injury of unspecified kidney  initial encounter,S37099A,
Other injury of unspecified kidney  subsequent encounter,S37099D,
Other injury of unspecified kidney  sequela,S37099S,
Unspecified injury of ureter  initial encounter,S3710XA,
Unspecified injury of ureter  subsequent encounter,S3710XD,
Unspecified injury of ureter  sequela,S3710XS,
Contusion of ureter  initial encounter,S3712XA,
Contusion of ureter  subsequent encounter,S3712XD,
Contusion of ureter  sequela,S3712XS,
Laceration of ureter  initial encounter,S3713XA,
Laceration of ureter  subsequent encounter,S3713XD,
Laceration of ureter  sequela,S3713XS,
Other injury of ureter  initial encounter,S3719XA,
Other injury of ureter  subsequent encounter,S3719XD,
Other injury of ureter  sequela,S3719XS,
Unspecified injury of bladder  initial encounter,S3720XA,
Unspecified injury of bladder  subsequent encounter,S3720XD,
Unspecified injury of bladder  sequela,S3720XS,
Contusion of bladder  initial encounter,S3722XA,
Contusion of bladder  subsequent encounter,S3722XD,
Contusion of bladder  sequela,S3722XS,
Laceration of bladder  initial encounter,S3723XA,
Laceration of bladder  subsequent encounter,S3723XD,
Laceration of bladder  sequela,S3723XS,
Other injury of bladder  initial encounter,S3729XA,
Other injury of bladder  subsequent encounter,S3729XD,
Other injury of bladder  sequela,S3729XS,
